10  
15  
20  
25  
30  
10  -23.57150405
15  -23.57916941
20  -23.57609351
25  -23.57876938
30  -23.57803604
10  -23.57150405
15  -23.57916941
20  -23.57609351
25  -23.57876938
30  -23.57803604
