20  -23.58556575
22  -23.74754254
24  -23.82832702
26  -23.86822022
30  -23.89897907
35  -23.90806446
40  -23.90914424
45  -23.90921230
50  -23.90939941
55  -23.90968210
60  -23.90991936
65  -23.91009272
70  -23.91019612
75  -23.91024196
80  -23.91025781
