6  
8  
12  
16  
24  
6  -23.57916941
8  -23.58298416
12  -23.58556575
16  -23.58381910
24  -23.58435469
6  -23.57916941
8  -23.58298416
12  -23.58556575
16  -23.58381910
24  -23.58435469
