20  -33.54106147
22  -34.27613242
24  -34.69419754
26  -34.92565762
30  -35.18605356
35  -35.34319205
40  -35.42102536
45  -35.46209372
50  -35.48601265
55  -35.49996285
60  -35.50802619
65  -35.51228295
70  -35.51411272
75  -35.51477863
80  -35.51504433
