20  
22  -53.77526405
24  -55.21417911
26  -56.04407581
30  -57.01007805
35  -57.54969691
40  -57.79005343
45  -57.91364702
50  -57.98435305
55  -58.02471178
60  -58.04759266
65  -58.05930429
70  -58.06441259
75  -58.06635886
80  -58.06717728
